work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary_category
2023,se,FT,data engineer,123700,USD,123700.0,US,0,US,l,High
2022,se,FT,data analyst,123648,USD,123648.0,US,0,US,m,High
2024,en,FT,data analyst,123625,USD,123625.0,US,0,US,m,High
2024,mi,FT,data analyst,123600,USD,123600.0,US,100,US,m,High
2023,se,FT,data engineer,123600,USD,123600.0,US,100,US,m,High
2023,mi,FT,data engineer,123500,USD,123500.0,US,0,US,m,High
2023,ex,FT,data engineer,123471,USD,123471.0,GB,100,GB,m,High
2023,se,FT,data analyst,123400,USD,123400.0,US,100,US,m,High
2022,se,FT,data scientist,123400,USD,123400.0,US,0,US,m,High
2024,se,FT,machine learning engineer,123200,USD,123200.0,CA,100,CA,m,High
2024,en,FT,research analyst,123000,USD,123000.0,US,0,US,m,High
2024,se,FT,data scientist,123000,USD,123000.0,US,0,US,m,High
2024,se,FT,data engineer,123000,USD,123000.0,US,0,US,m,High
2024,se,FT,business intelligence analyst,123000,USD,123000.0,US,100,US,m,High
2024,se,FT,data architect,123000,USD,123000.0,US,0,US,m,High
2024,mi,FT,data engineer,123000,USD,123000.0,US,0,US,m,High
2023,mi,FT,data engineer,123000,USD,123000.0,US,0,US,m,High
2023,se,FT,data engineer,123000,USD,123000.0,US,0,US,m,High
2023,se,FT,data management specialist,123000,USD,123000.0,US,0,US,m,High
2023,se,FT,data scientist,123000,USD,123000.0,US,0,US,m,High
2023,mi,FT,data analyst,123000,USD,123000.0,US,100,US,m,High
2022,se,FT,data operations analyst,123000,USD,123000.0,US,0,US,m,High
2022,se,FT,data scientist,123000,USD,123000.0,US,100,US,m,High
2024,se,FT,machine learning engineer,122900,USD,122900.0,US,0,US,m,High
2023,se,FT,data architect,122900,USD,122900.0,US,0,US,l,High
2023,se,FT,data scientist,122900,USD,122900.0,US,0,US,l,High
2023,se,FT,data analyst,122720,USD,122720.0,US,0,US,m,High
2023,se,FT,machine learning engineer,122700,USD,122700.0,US,0,US,m,High
2023,se,FT,data scientist,122700,USD,122700.0,US,0,US,m,High
2024,se,FT,data scientist,122600,USD,122600.0,US,0,US,m,High
2023,se,FT,data science practitioner,122600,USD,122600.0,US,0,US,m,High
2022,se,FT,data engineer,122600,USD,122600.0,US,0,US,m,High
2022,se,FT,data scientist,122600,USD,122600.0,US,0,US,m,High
2024,se,FT,data analyst,122500,USD,122500.0,US,100,US,m,High
2024,mi,FT,data manager,122500,USD,122500.0,US,0,US,m,High
2023,se,FT,data analyst,122500,USD,122500.0,US,100,US,m,High
2022,mi,FT,analytics engineer,122500,USD,122500.0,US,100,US,m,High
2022,se,FT,data scientist,122500,USD,122500.0,US,0,US,m,High
2022,se,FT,analytics engineer,122500,USD,122500.0,US,100,US,m,High
2023,se,FT,data engineer,122445,USD,122445.0,US,100,US,m,High
2023,se,FT,data engineer,122400,USD,122400.0,US,100,US,m,High
2024,en,FT,data analyst,122328,USD,122328.0,US,0,US,m,High
2023,mi,FT,data scientist,122200,USD,122200.0,US,0,US,m,High
2024,se,FT,data manager,122116,USD,122116.0,CA,0,CA,m,High
2024,mi,FT,data engineer,122100,USD,122100.0,US,0,US,m,High
2024,se,FT,data science consultant,122000,USD,122000.0,US,0,US,m,High
2024,se,FT,data engineer,122000,USD,122000.0,US,0,US,m,High
2023,se,FT,data analyst,122000,USD,122000.0,US,0,US,m,High
2023,se,FT,data science consultant,122000,USD,122000.0,US,0,US,m,High
2023,se,FT,data engineer,122000,USD,122000.0,US,0,US,m,High
2023,mi,FT,data engineer,122000,USD,122000.0,CA,100,CA,m,High
2023,se,FT,data scientist,122000,USD,122000.0,US,0,US,m,High
2023,mi,FT,data scientist,122000,USD,122000.0,US,0,US,m,High
2023,ex,FT,head of data science,122000,EUR,131721.0,NL,50,NL,l,High
2023,se,FT,data analyst,122000,USD,122000.0,US,100,US,m,High
2022,se,FT,data science consultant,122000,USD,122000.0,US,0,US,m,High
2023,se,FT,data analyst,121904,USD,121904.0,US,0,US,m,High
2024,mi,FT,data engineer,121800,USD,121800.0,US,0,US,m,High
2023,se,FT,data engineer,121700,USD,121700.0,US,100,US,m,High
2023,se,FT,data analyst,121700,USD,121700.0,US,0,US,m,High
2023,se,FT,data analyst,121600,USD,121600.0,US,100,US,m,High
2023,se,FT,data scientist,121550,USD,121550.0,US,0,US,m,High
2024,mi,FT,data scientist,121500,USD,121500.0,US,100,US,m,High
2024,se,FT,data operations specialist,121500,USD,121500.0,US,0,US,m,High
2023,se,FT,machine learning engineer,121500,USD,121500.0,US,0,US,m,High
2023,mi,FT,data analyst,121500,USD,121500.0,US,0,US,m,High
2023,se,FT,data engineer,121500,USD,121500.0,US,100,US,m,High
2023,se,FT,data quality engineer,121400,USD,121400.0,US,0,US,m,High
2023,se,FT,data engineer,121400,USD,121400.0,US,0,US,m,High
2023,se,FT,ml engineer,121200,USD,121200.0,DE,0,DE,m,High
2023,se,FT,machine learning engineer,121200,USD,121200.0,US,0,US,m,High
2024,se,FT,data integration developer,121056,USD,121056.0,US,0,US,m,High
2024,mi,FT,data analyst,121000,USD,121000.0,US,0,US,m,High
2024,mi,FT,data engineer,121000,USD,121000.0,US,0,US,m,High
2023,se,FT,data engineer,121000,USD,121000.0,US,0,US,m,High
2023,mi,FT,data analyst,121000,USD,121000.0,US,0,US,m,High
2023,se,FT,data engineer,121000,USD,121000.0,US,100,US,m,High
2023,mi,FT,data engineer,121000,USD,121000.0,US,0,US,m,High
2023,mi,FT,ai scientist,121000,AUD,81838.0,AU,100,AU,l,Medium
2023,se,FT,machine learning engineer,121000,USD,121000.0,US,0,US,m,High
2023,se,FT,data scientist,121000,USD,121000.0,US,0,US,m,High
2022,mi,FT,machine learning engineer,121000,AUD,83864.0,AU,100,AU,l,Medium
2024,se,CT,data scientist,120869,USD,120869.0,US,0,US,m,High
2024,mi,FT,data scientist,120800,USD,120800.0,US,0,US,m,High
2024,se,FT,machine learning engineer,120750,USD,120750.0,US,0,US,m,High
2023,se,FT,data engineer,120750,USD,120750.0,US,0,US,m,High
2024,se,FT,data engineer,120715,USD,120715.0,US,0,US,m,High
2023,mi,FT,data developer,120681,USD,120681.0,US,100,US,m,High
2023,mi,FT,data scientist,120681,USD,120681.0,US,0,US,m,High
2024,mi,FT,business intelligence analyst,120672,USD,120672.0,US,0,US,m,High
2022,se,FT,data analyst,120600,USD,120600.0,US,100,US,m,High
2023,se,FT,data analyst,120500,USD,120500.0,US,100,US,m,High
2023,se,FT,data engineer,120500,USD,120500.0,US,100,US,m,High
2023,se,FT,data engineer,120500,USD,120500.0,GB,100,GB,m,High
2021,se,FT,research scientist,120500,CAD,96113.0,CA,50,CA,l,Medium
2023,se,FT,data analyst,120350,USD,120350.0,US,100,US,m,High
2023,se,FT,data analyst,120350,USD,120350.0,US,0,US,m,High
2023,se,FT,machine learning engineer,120250,USD,120250.0,US,0,US,m,High
2023,se,FT,data analyst,120250,USD,120250.0,US,100,US,m,High
2023,se,FT,data scientist,120250,USD,120250.0,GB,0,GB,m,High
2024,en,FT,business intelligence analyst,120200,USD,120200.0,US,0,US,m,High
2023,se,FT,machine learning engineer,120160,USD,120160.0,US,0,US,m,High
2023,se,FT,data scientist,120160,USD,120160.0,US,100,US,m,High
2022,se,FT,data scientist,120160,USD,120160.0,US,100,US,m,High
2023,se,FT,data scientist,120096,USD,120096.0,US,100,US,m,High
2024,mi,FT,data engineer,120000,CHF,136363.0,CH,50,CH,l,High
2024,se,FT,data architect,120000,USD,120000.0,US,100,US,m,High
2024,mi,FT,data analyst,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,data analyst,120000,USD,120000.0,US,100,US,m,High
2024,mi,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2024,mi,FT,etl developer,120000,USD,120000.0,US,0,US,m,High
2024,mi,FT,machine learning engineer,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,data operations analyst,120000,USD,120000.0,US,0,US,m,High
2024,en,FT,data science analyst,120000,USD,120000.0,US,0,US,m,High
2024,mi,FT,data analyst,120000,USD,120000.0,US,100,US,m,High
2024,se,FT,data scientist,120000,USD,120000.0,US,0,US,m,High
2024,mi,FT,data scientist,120000,USD,120000.0,US,0,US,m,High
2024,en,FT,data management analyst,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,data analyst,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,analytics engineer,120000,USD,120000.0,CA,100,CA,m,High
2024,mi,FT,data science,120000,USD,120000.0,US,0,US,m,High
2024,en,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2024,ex,FT,data analyst,120000,USD,120000.0,US,0,US,m,High
2024,ex,FT,data science engineer,120000,USD,120000.0,US,0,US,m,High
2024,en,FT,data analyst,120000,USD,120000.0,US,100,US,m,High
2024,se,FT,data architect,120000,GBP,150000.0,GB,0,GB,m,High
2024,ex,FT,business intelligence,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,data engineer,120000,USD,120000.0,US,100,US,m,High
2024,en,FT,data analyst,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,data analyst,120000,USD,120000.0,CA,0,CA,m,High
2024,se,FT,research engineer,120000,USD,120000.0,US,100,US,m,High
2024,mi,FT,research engineer,120000,USD,120000.0,US,0,US,m,High
2024,mi,FT,machine learning operations engineer,120000,USD,120000.0,US,0,US,m,High
2024,mi,FT,data science,120000,USD,120000.0,US,100,US,m,High
2024,mi,FT,machine learning engineer,120000,EUR,133333.0,DE,0,DE,m,High
2024,mi,FT,machine learning engineer,120000,AUD,80000.0,AU,50,AU,l,Medium
2024,ex,FT,business intelligence engineer,120000,USD,120000.0,US,100,US,m,High
2024,se,FT,data architect,120000,USD,120000.0,US,0,US,m,High
2024,mi,FT,data engineer,120000,USD,120000.0,US,100,US,m,High
2024,se,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,data science lead,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,machine learning engineer,120000,USD,120000.0,US,100,US,m,High
2024,mi,FT,bi developer,120000,USD,120000.0,US,0,US,m,High
2024,se,FT,data science manager,120000,USD,120000.0,US,100,US,m,High
2024,se,FT,data scientist,120000,USD,120000.0,CA,0,CA,m,High
2024,mi,FT,data scientist,120000,USD,120000.0,US,100,US,m,High
2024,se,FT,ai engineer,120000,GBP,150000.0,GB,100,GB,m,High
2024,en,FT,research analyst,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,data engineer,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,business intelligence developer,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,data analyst,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,data scientist,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,business intelligence manager,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,business intelligence analyst,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,ai product manager,120000,USD,120000.0,IN,50,IN,l,High
2023,en,FT,data management analyst,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data science manager,120000,USD,120000.0,US,100,US,m,High
2023,mi,FT,analytics engineer,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2023,ex,FT,data scientist,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,data scientist,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,data analyst,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data product manager,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data engineer,120000,USD,120000.0,CA,100,CA,m,High
2023,se,FT,data analyst,120000,USD,120000.0,CA,0,CA,m,High
2023,se,FT,data analyst,120000,USD,120000.0,US,100,US,m,High
2023,en,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,ai engineer,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,data analytics manager,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,data engineer,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,research scientist,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,machine learning scientist,120000,GBP,147648.0,GB,0,GB,m,High
2023,se,FT,business intelligence engineer,120000,USD,120000.0,US,100,US,m,High
2023,mi,FT,machine learning engineer,120000,USD,120000.0,US,0,US,s,High
2023,se,FT,analytics engineer,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,ai programmer,120000,USD,120000.0,CA,100,FR,m,High
2023,se,FT,data architect,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,data analyst,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,machine learning manager,120000,EUR,129562.0,DE,100,US,l,High
2023,se,FT,research scientist,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data scientist,120000,USD,120000.0,US,100,US,m,High
2023,mi,FT,ml engineer,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,analytics engineer,120000,USD,120000.0,US,100,US,m,High
2023,en,FT,research scientist,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,data engineer,120000,GBP,147648.0,GB,100,GB,m,High
2023,se,FT,machine learning scientist,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data analyst,120000,USD,120000.0,GB,0,GB,m,High
2023,mi,FT,data manager,120000,USD,120000.0,US,0,US,m,High
2023,mi,FT,data scientist,120000,USD,120000.0,US,100,US,m,High
2023,mi,FT,data engineer,120000,GBP,147648.0,GB,0,GB,m,High
2023,mi,FT,autonomous vehicle technician,120000,USD,120000.0,GB,50,GB,m,High
2023,mi,FT,ai scientist,120000,USD,120000.0,DE,100,DE,m,High
2023,se,FT,data scientist,120000,USD,120000.0,CA,100,CA,m,High
2023,se,FT,data analytics manager,120000,USD,120000.0,US,100,US,m,High
2023,en,FT,research engineer,120000,USD,120000.0,US,0,US,m,High
2023,en,FT,data scientist,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,machine learning engineer,120000,USD,120000.0,US,100,US,m,High
2023,se,FT,data science manager,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data manager,120000,USD,120000.0,US,0,US,m,High
2023,en,FT,research engineer,120000,USD,120000.0,GB,100,GB,m,High
2023,mi,FT,machine learning engineer,120000,GBP,147648.0,GB,0,GB,m,High
2023,en,FT,ai developer,120000,USD,120000.0,BA,50,BA,s,High
2023,mi,FT,research engineer,120000,USD,120000.0,US,100,US,m,High
2023,en,FT,deep learning engineer,120000,USD,120000.0,US,0,US,m,High
2023,se,FT,data scientist,120000,USD,120000.0,CA,0,CA,m,High
2022,se,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2022,mi,FT,data engineer,120000,USD,120000.0,US,0,US,m,High
2022,se,FT,data scientist,120000,USD,120000.0,US,0,US,m,High
2022,se,FT,data science manager,120000,USD,120000.0,US,0,US,m,High
2022,se,FT,data analyst,120000,USD,120000.0,US,0,US,m,High
2022,mi,FT,data engineer,120000,USD,120000.0,US,100,US,m,High
2022,se,FT,data engineer,120000,USD,120000.0,US,100,US,m,High
2022,se,FT,bi developer,120000,USD,120000.0,US,100,US,m,High
2022,se,FT,machine learning engineer,120000,USD,120000.0,US,0,US,m,High
2022,mi,FT,data scientist,120000,USD,120000.0,US,0,US,m,High
2022,mi,FT,data scientist,120000,USD,120000.0,US,100,US,m,High
2022,se,FT,data scientist,120000,USD,120000.0,US,100,US,m,High
2022,se,FT,data scientist,120000,USD,120000.0,US,100,US,s,High
2022,se,FT,analytics engineer,120000,USD,120000.0,US,0,US,m,High
2022,mi,FT,data scientist,120000,AUD,83171.0,AU,0,AU,l,Medium
2022,mi,FT,research scientist,120000,EUR,126080.0,DE,0,DE,s,High
2021,en,PT,computer vision software engineer,120000,DKK,19073.0,DK,50,DK,l,Low
2022,mi,FT,ai scientist,120000,USD,120000.0,US,0,US,m,High
2022,se,FT,data scientist,120000,USD,120000.0,US,0,US,l,High
2022,se,FT,machine learning engineer,120000,USD,120000.0,US,100,US,m,High
2022,se,FT,machine learning engineer,120000,USD,120000.0,AE,100,AE,s,High
2022,mi,FT,machine learning engineer,120000,USD,120000.0,US,100,US,s,High
2022,en,FT,data scientist,120000,AUD,83171.0,AU,50,AU,m,Medium
2022,en,FT,research scientist,120000,USD,120000.0,US,100,US,l,High
2022,en,FT,data engineer,120000,USD,120000.0,US,100,US,m,High
2021,se,FT,machine learning scientist,120000,USD,120000.0,US,50,US,s,High
2021,se,FT,data analytics manager,120000,USD,120000.0,US,100,US,m,High
2021,mi,FT,cloud data engineer,120000,SGD,89294.0,SG,50,SG,l,Medium
2021,ex,FT,director of data science,120000,EUR,141846.0,DE,0,DE,l,High
2021,se,FT,data analytics manager,120000,USD,120000.0,US,0,US,l,High
2020,se,FT,data scientist,120000,USD,120000.0,US,50,US,l,High
2024,se,FT,research scientist,119900,USD,119900.0,CA,0,CA,m,High
2024,se,FT,data scientist,119887,USD,119887.0,US,0,US,m,High
2023,se,FT,data analyst,119800,USD,119800.0,US,100,US,m,High
2024,se,FT,machine learning engineer,119786,USD,119786.0,CA,100,CA,m,High
2024,se,FT,data scientist,119700,USD,119700.0,US,0,US,m,High
2023,se,FT,machine learning engineer,119700,USD,119700.0,US,0,US,m,High
2023,se,FT,data engineer,119700,USD,119700.0,US,0,US,m,High
2023,se,FT,data analyst,119636,USD,119636.0,US,0,US,m,High
2023,se,FT,data strategist,119636,USD,119636.0,US,100,US,m,High
2023,se,FT,data analyst,119610,USD,119610.0,US,0,US,m,High
2023,se,FT,research scientist,119600,USD,119600.0,US,100,US,m,High
2023,se,FT,data analyst,119500,USD,119500.0,US,100,US,m,High
2022,se,FT,data scientist,119300,USD,119300.0,US,0,US,l,High
2024,se,FT,data architect,119250,USD,119250.0,US,100,US,m,High
2023,se,FT,machine learning engineer,119250,USD,119250.0,US,0,US,m,High
2023,se,FT,data scientist,119213,USD,119213.0,US,100,US,m,High
2023,se,FT,data scientist,119213,USD,119213.0,CA,100,CA,m,High
2024,mi,FT,analytics engineer,119200,USD,119200.0,US,0,US,m,High
2024,mi,FT,data scientist,119200,USD,119200.0,US,100,US,m,High
2023,se,FT,data analyst,119200,USD,119200.0,US,100,US,m,High
2023,mi,FT,data scientist,119200,USD,119200.0,US,100,US,m,High
2023,en,FT,data scientist,119200,USD,119200.0,US,100,US,m,High
2023,en,FT,data scientist,119200,USD,119200.0,US,0,US,m,High
2023,en,FT,analytics engineer,119200,USD,119200.0,US,100,US,m,High
2024,se,FT,data engineer,119060,USD,119060.0,US,100,US,m,High
2024,en,FT,business intelligence,119000,USD,119000.0,US,100,US,m,High
2024,se,FT,data engineer,119000,USD,119000.0,US,0,US,m,High
2024,mi,FT,data analyst,119000,USD,119000.0,US,0,US,m,High
2024,se,FT,business intelligence,119000,USD,119000.0,US,0,US,m,High
2024,se,FT,data engineer,119000,USD,119000.0,US,100,US,m,High
2023,mi,FT,data analyst,119000,USD,119000.0,US,0,US,m,High
2023,mi,FT,business intelligence analyst,119000,USD,119000.0,US,0,US,m,High
2023,se,FT,data scientist,119000,USD,119000.0,US,0,US,m,High
2023,se,FT,machine learning engineer,119000,USD,119000.0,US,0,US,m,High
2023,se,FT,data scientist,119000,USD,119000.0,US,100,US,m,High
2023,se,FT,data engineer,119000,USD,119000.0,US,0,US,m,High
2022,se,FT,data analyst,119000,USD,119000.0,US,100,US,m,High
2022,se,FT,data analyst,119000,USD,119000.0,US,0,US,m,High
2022,se,FT,machine learning engineer,119000,USD,119000.0,US,0,US,m,High
2023,se,FT,data scientist,118900,USD,118900.0,US,0,US,m,High
2023,mi,FT,research scientist,118800,USD,118800.0,US,100,US,m,High
2023,se,FT,bi analyst,118800,USD,118800.0,US,100,US,m,High
2024,en,FT,data analyst,118750,USD,118750.0,US,0,US,m,High
2023,en,FT,data analyst,118750,USD,118750.0,US,0,US,m,High
2023,se,FT,data scientist,118720,USD,118720.0,US,100,US,m,High
2024,mi,FT,research engineer,118600,USD,118600.0,US,0,US,m,High
2023,se,FT,data analyst,118600,USD,118600.0,US,0,US,m,High
2023,se,FT,data engineer,118575,USD,118575.0,US,100,US,m,High
2023,se,FT,data scientist,118575,USD,118575.0,CA,100,CA,m,High
2024,se,FT,machine learning engineer,118500,USD,118500.0,US,100,US,m,High
2023,se,FT,applied scientist,118500,USD,118500.0,US,0,US,m,High
2023,ex,FT,director of data science,118440,USD,118440.0,US,100,US,m,High
2024,mi,FT,data engineer,118400,USD,118400.0,US,0,US,m,High
2023,se,FT,research scientist,118400,USD,118400.0,US,0,US,m,High
2024,mi,FT,data engineer,118300,USD,118300.0,CA,0,CA,m,High
2024,se,FT,data engineer,118300,USD,118300.0,US,0,US,m,High
2023,se,FT,business intelligence engineer,118200,USD,118200.0,US,100,US,m,High
2024,se,FT,data scientist,118136,USD,118136.0,US,0,US,m,High
2023,se,FT,business intelligence analyst,118100,USD,118100.0,US,100,US,m,High
